,TAXON,SECTION,SECTION.EDITED,SUBGENUS,editDateALH
Carex_hispida|KRI|spm00000549,Carex_hispida,Thuringiaca,Thuringiaca,Carex,
Carex_grioletii|SPA|spm00000585,Carex_grioletii,Acrocystis,Acrocystis,Carex,
Carex_flacca_ssp_erythrostachys|BAL|spm00000524,Carex_flacca_ssp_erythrostachys,NA,Thuringiaca,Carex,
Carex_flacca_ssp_flacca|GRB|NCBI_Hill_1959,Carex_flacca_ssp_flacca,NA,Thuringiaca,Carex,
Carex_brachystachys|SPA|NCBI_HeRB_1939,Carex_brachystachys,Aulocystis,Aulocystis,Carex,
Carex_austroalpina|SPA|spm00000535,Carex_austroalpina,Aulocystis,Aulocystis,Carex,
Carex_macrostachys|ITA|spm00000523,Carex_macrostachys,Aulocystis,Aulocystis,Carex,
Carex_caudata|SPA|spm00000529,Carex_caudata,Aulocystis,Aulocystis,Carex,
Carex_ferruginea|SWI|spm00000531,Carex_ferruginea,Aulocystis,Aulocystis,Carex,
Carex_pisanoi|CLS|spm00007532,Carex_pisanoi,Abditispicae,Abditispicae,Carex,
Carex_macrosolen|AGS|spm00000553,Carex_macrosolen,Abditispicae,Abditispicae,Carex,
Carex_ruthsatziae|AGW|spm00007335,Carex_ruthsatziae,Abditispicae,Abditispicae,Carex,
Carex_collumanthus|COL|spm00005156,Carex_collumanthus,Abditispicae,Abditispicae,Carex,
Carex_stuessyi|JNF|spm00007528,Carex_stuessyi,Pellucidae,Pellucidae,Carex,
Carex_banksii|CLS|spm00000545,Carex_banksii,Pellucidae,Pellucidae,Carex,
Carex_acaulis|CLS|spm00000518,Carex_acaulis,Abditispicae,Abditispicae,Carex,
Carex_depauperata|YUG|spm00000574,Carex_depauperata,Depauperatae,Depauperatae,Carex,
Carex_asturica|SPA|spm00004385,Carex_asturica,Paniceae,Paniceae,Carex,
Carex_fimbriata|SWI|spm00000552,Carex_fimbriata,Aulocystis,Aulocystis,Carex,
Carex_bulgarica|BUL|spm00000555,Carex_bulgarica,Aulocystis,Aulocystis,Carex,
Carex_firma|ITA|spm00000520,Carex_firma,Aulocystis,Aulocystis,Carex,
Carex_sempervirens_ssp_sempervirens|SWI|spm00000540,Carex_sempervirens_ssp_sempervirens,NA,Aulocystis,Carex,
Carex_coriophora|CHQ|spm00005694,Carex_coriophora,Aulocystis,Aulocystis,Carex,
Carex_atrofusca|ASK|spm00001654,Carex_atrofusca,Aulocystis,Aulocystis,Carex,
Carex_cruenta|CHQ|spm00005700,Carex_cruenta,Aulocystis,Aulocystis,Carex,
Carex_qinghaiensis|EHM|spm00005829,Carex_qinghaiensis,Aulocystis,Aulocystis,Carex,
Carex_nivalis|AFG|spm00003375,Carex_nivalis,Aulocystis,Aulocystis,Carex,
Carex_tianschanica||spm00005862,Carex_tianschanica,Aulocystis,Aulocystis,Carex,
Carex_alajica|CHX|spm00003353,Carex_alajica,Careyanae,Careyanae,Carex,
Carex_oligocarya|PAK|spm00003395,Carex_oligocarya,Clandestinae,Clandestinae,Carex,
Carex_desponsa|EHM|spm00005706,Carex_desponsa,Unplaced_coreCarex,Unplaced_coreCarex,Carex,
Carex_tomentosa|SPA|spm00000568,Carex_tomentosa,Acrocystis,Acrocystis,Carex,
Carex_depressa_ssp_depressa|SPA|spm00000550,Carex_depressa_ssp_depressa,NA,Ceratocystis,Carex,
Carex_depressa_ssp_basilaris|SPA|spm00000547,Carex_depressa_ssp_basilaris,NA,Ceratocystis,Carex,
Carex_depressa_ssp_transsilvanica|YUG|spm00000546,Carex_depressa_ssp_transsilvanica,NA,Ceratocystis,Carex,
Carex_microtricha|SAK|spm00006763,Carex_microtricha,NA,Mitratae,Carex,
Carex_umbrosa_ssp_huetiana|TCS|spm00003480,Carex_umbrosa_ssp_huetiana,NA,Mitratae,Carex,
Carex_markgrafii|ALB|spm00005613,Carex_markgrafii,Acrocystis,Acrocystis,Carex,
Carex_caryophyllea|SPA|spm00002063,Carex_caryophyllea,Mitratae,Mitratae,Carex,
Carex_trautvetteriana||spm00005863,Carex_trautvetteriana,Mitratae,Mitratae,Carex,
Carex_breviculmis_var_breviculmis|NZ|NCBI_AUTHOR_Gardner_314,Carex_breviculmis_var_breviculmis,NA,Mitratae,Carex,
Carex_breviculmis_var_fibrillosa|KOR|spm00000326,Carex_breviculmis_var_fibrillosa,NA,Mitratae,Carex,
Carex_nervata|KOR|spm00000010,Carex_nervata,Mitratae,Mitratae,Carex,
Carex_kamagariensis|KOR|spm00000336,Carex_kamagariensis,Mitratae,Mitratae,Carex,
Carex_meridiana|KOR|spm00000338,Carex_meridiana,Mitratae,Mitratae,Carex,
Carex_candolleana|KOR|spm00000327,Carex_candolleana,Mitratae,Mitratae,Carex,
Carex_mitrata_var_mitrata|CHS|spm00000085,Carex_mitrata_var_mitrata,NA,Mitratae,Carex,
Carex_chungii|CHS|spm00000137,Carex_chungii,Mitratae,Mitratae,Carex,
Carex_mitrata_var_aristata|CHS|spm00000086,Carex_mitrata_var_aristata,NA,Mitratae,Carex,
Carex_pisiformis_var_pisiformis|CHS|spm00000095,Carex_pisiformis_var_pisiformis,NA,Mitratae,Carex,
Carex_polyschoenoides|CHN|spm00000096,Carex_polyschoenoides,Mitratae,Mitratae,Carex,
Carex_jiuhuaensis|CHS|spm00000063,Carex_jiuhuaensis,Rhomboidales,Rhomboidales,Carex,
Carex_dapanshanica|CHS|spm00000039,Carex_dapanshanica,Mitratae,Mitratae,Carex,
Carex_densipilosa|CHS|spm00000042,Carex_densipilosa,Lageniformes,Lageniformes,Carex,
Carex_macrandrolepis|KOR|spm00000337,Carex_macrandrolepis,Rhomboidales,Rhomboidales,Carex,
Carex_mandshurica||NCBI_Tyson_3550,Carex_mandshurica,Acrocystis,Acrocystis,Carex,
Carex_umbrosa_ssp_sabynensis||NCBI_Murray_2912,Carex_umbrosa_ssp_sabynensis,NA,Mitratae,Carex,
Carex_hypochlora|CHN|spm00000060,Carex_hypochlora,Mitratae,Mitratae,Carex,
Carex_umbrosa_ssp_umbrosa|BUL|spm00000537,Carex_umbrosa_ssp_umbrosa,NA,Mitratae,Carex,
Carex_genkaiensis|KOR|spm00000330,Carex_genkaiensis,Mitratae,Mitratae,Carex,
Carex_tsoi|CHH|spm00006460,Carex_tsoi,Radicales,Radicales,Carex,
Carex_pisiformis_var_sikokiana|KOR|spm00000349,Carex_pisiformis_var_sikokiana,NA,Mitratae,Carex,
Carex_qiyunensis|CHS|spm00000102,Carex_qiyunensis,Mitratae,Mitratae,Carex,
Carex_stenostachys|JAP|spm00006689,Carex_stenostachys,Mitratae,Mitratae,Carex,
Carex_lancifolia|CHN|spm00000070,Carex_lancifolia,Clandestinae,Clandestinae,Carex,
Carex_breviaristata|CHS|spm00000029,Carex_breviaristata,Mitratae,Mitratae,Carex,
Carex_hastata|CHS|spm00000058,Carex_hastata,Rhomboidales,Rhomboidales,Carex,
Carex_tsushimensis|KOR|spm00000353,Carex_tsushimensis,Mitratae,Mitratae,Carex,
Carex_davidii|CHN|spm00000040,Carex_davidii,Mitratae,Mitratae,Carex,
Carex_foliosissima|JAP|NCBI_Waterway_3660,Carex_foliosissima,Mitratae,Mitratae,Carex,
Carex_morrowii|JAP|spm00006680,Carex_morrowii,Mitratae,Mitratae,Carex,
Carex_wahuensis_ssp_robusta||NCBI_Amano_SM00027,Carex_wahuensis_ssp_robusta,NA,Rhomboidales,Carex,
Carex_sociata|JAP|spm00006686,Carex_sociata,Mitratae,Mitratae,Carex,
Carex_insaniae_var_insaniae|JAP|spm00005753,Carex_insaniae_var_insaniae,NA,Rhomboidales,Carex,
Carex_insaniae_var_papillaticulmis|JAP|NCBI_Waterway_3659,Carex_insaniae_var_papillaticulmis,NA,Rhomboidales,Carex,
Carex_boottiana|JAP|NCBI_Waterway_3657,Carex_boottiana,Rhomboidales,Rhomboidales,Carex,
Carex_malaccensis|WHM|spm00005776,Carex_malaccensis,Indicae,Indicae,Carex,
Carex_brevicollis|TCS|spm00003478,Carex_brevicollis,Depauperatae,Depauperatae,Carex,
Carex_michelii|HUN|spm00002175,Carex_michelii,Depauperatae,Depauperatae,Carex,
Carex_xiphium|KOR|NCBI_Jung_2387,Carex_xiphium,Rhomboidales,Rhomboidales,Carex,
Carex_nodaeana|CHM|spm00003470,Carex_nodaeana,Rhomboidales,Rhomboidales,Carex,
Carex_longirostrata|CHS|spm00000077,Carex_longirostrata,Rhomboidales,Rhomboidales,Carex,
Carex_giraldiana|CHN|spm00000054,Carex_giraldiana,Careyanae,Careyanae,Carex,
Carex_insaniae_var_subdita|JAP|NCBI_Waterway_3658,Carex_insaniae_var_subdita,NA,Rhomboidales,Carex,
Carex_laticeps|JAP|NCBI_Waterway_3656,Carex_laticeps,Rhomboidales,Rhomboidales,Carex,
Carex_shangchengensis|CHS|spm00000071,Carex_shangchengensis,Rhomboidales,Rhomboidales,Carex,
Carex_kobresiformis|CHS|spm00000067,Carex_kobresiformis,Rhomboidales,Rhomboidales,Carex,
Carex_lianchengensis|CHS|spm00000073,Carex_lianchengensis,Rhomboidales,Rhomboidales,Carex,
Carex_harlandii|VIE|spm00007858,Carex_harlandii,Rhomboidales,Rhomboidales,Carex,
Carex_baimaensis|CHS|spm00000027,Carex_baimaensis,Careyanae,Careyanae,Carex,
Carex_yandangshanica|CHS|spm00000138,Carex_yandangshanica,Rhomboidales,Rhomboidales,Carex,
Carex_chaofangii|CHS|spm00000093,Carex_chaofangii,Rhomboidales,Rhomboidales,Carex,
Carex_manciformis|CHC|spm00005777,Carex_manciformis,Rhomboidales,Rhomboidales,Carex,
Carex_foraminata|CHS|spm00000052,Carex_foraminata,Mitratae,Mitratae,Carex,
Carex_speciosa_ssp_dilatata|CHC|spm00005695,Carex_speciosa_ssp_dilatata,NA,Radicales,Carex,
Carex_radicalis|EHM|spm00005831,Carex_radicalis,Radicales,Radicales,Carex,
Carex_speciosa_ssp_speciosa|EHM|spm00005853,Carex_speciosa_ssp_speciosa,NA,Radicales,Carex,
Carex_anningensis|CHC|spm00005659,Carex_anningensis,Radicales,Radicales,Carex,
Carex_funhuangshanica|CHS|spm00005725,Carex_funhuangshanica,Radicales,Radicales,Carex,
Carex_pterocaulos|TAI|spm00007219,Carex_pterocaulos,Radicales,Radicales,Carex,
Carex_fulvorubescens|JAP|spm00006431,Carex_fulvorubescens,Aulocystis,Aulocystis,Carex,
Carex_chuana|CHC|spm00005682,Carex_chuana,Radicales,Radicales,Carex,
Carex_chlorocephalula|CHC|spm00005680,Carex_chlorocephalula,Radicales,Radicales,Carex,
Carex_oxyandra|KOR|NCBI_Jung_2375,Carex_oxyandra,Acrocystis,Acrocystis,Carex,
Carex_mira|KOR|NCBI_Jung_2372,Carex_mira,Acrocystis,Acrocystis,Carex,
Carex_gifuensis|KOR|spm00000331,Carex_gifuensis,Acrocystis,Acrocystis,Carex,
Carex_ulobasis|KOR|spm00000003,Carex_ulobasis,Acrocystis,Acrocystis,Carex,
Carex_blepharicarpa|KOR|spm00000323,Carex_blepharicarpa,Aulocystis,Aulocystis,Carex,
Carex_reinii|JAP|spm00006675,Carex_reinii,Decorae,Decorae,Carex,
Carex_morii|KOR|spm00000340,Carex_morii,Decorae,Decorae,Carex,
Carex_makinoensis|JAP|spm00006665,Carex_makinoensis,Aulocystis,Aulocystis,Carex,
Carex_truncatigluma|CH|spm00005866,Carex_truncatigluma,Lageniformes,Lageniformes,Carex,
Carex_pudica|JAP|spm00006673,Carex_pudica,Mitratae,Mitratae,Carex,
Carex_austrodeflexa|NCA|spm00004540,Carex_austrodeflexa,Acrocystis,Acrocystis,Carex,
Carex_novaeangliae|MAI|spm00001061,Carex_novaeangliae,NA,Acrocystis,Carex,
Carex_lucorum|NCA|spm00001736,Carex_lucorum,Acrocystis,Acrocystis,Carex,
Carex_umbellata|DEL|spm00001376,Carex_umbellata,Acrocystis,Acrocystis,Carex,
Carex_tonsa||spm00001317,Carex_tonsa,Acrocystis,Acrocystis,Carex,
Carex_floridana|FLA|spm00000906,Carex_floridana,Acrocystis,Acrocystis,Carex,
Carex_inops_ssp_heliophila||NCBI_Marriott_2795,Carex_inops_ssp_heliophila,NA,Acrocystis,Carex,
Carex_albicans_var_emmonsii|DEL|spm00000699,Carex_albicans_var_emmonsii,NA,Acrocystis,Carex,
Carex_communis_var_amplisquama|GEO|spm00001922,Carex_communis_var_amplisquama,NA,Acrocystis,Carex,
Carex_communis_var_communis|QUE|NCBI_Waterway_3720,Carex_communis_var_communis,NA,Acrocystis,Carex,
Carex_pensylvanica|MAN|spm00001171,Carex_pensylvanica,Acrocystis,Acrocystis,Carex,
Carex_serpenticola|CAL|spm00001961,Carex_serpenticola,Acrocystis,Acrocystis,Carex,
Carex_zikae|WAS|spm00001573,Carex_zikae,Acrocystis,Acrocystis,Carex,
Carex_brainerdii|CAL|spm00000760,Carex_brainerdii,Acrocystis,Acrocystis,Carex,
Carex_deflexa_var_deflexa|BRC|spm00002125,Carex_deflexa_var_deflexa,NA,Acrocystis,Carex,
Carex_globosa|CAL|spm00000920,Carex_globosa,Acrocystis,Acrocystis,Carex,
Carex_rossii|CAL|spm00001201,Carex_rossii,Acrocystis,Acrocystis,Carex,
Carex_microrhyncha|KAN|spm00004537,Carex_microrhyncha,Acrocystis,Acrocystis,Carex,
Carex_pityophila|NWM|spm00001830,Carex_pityophila,Acrocystis,Acrocystis,Carex,
Carex_geophila|TEX|spm00000940,Carex_geophila,Acrocystis,Acrocystis,Carex,
Carex_deflexa_var_boottii||NCBI_Morse_2882,Carex_deflexa_var_boottii,NA,Acrocystis,Carex,
Carex_peckii|ASK|spm00001625,Carex_peckii,Acrocystis,Acrocystis,Carex,
Carex_inops_ssp_inops|BRC|spm00002001,Carex_inops_ssp_inops,NA,Acrocystis,Carex,
Carex_reznicekii|ALA|spm00001212,Carex_reznicekii,Acrocystis,Acrocystis,Carex,
Carex_nigromarginata|ALA|spm00001121,Carex_nigromarginata,Acrocystis,Acrocystis,Carex,
Carex_leucodonta|MXE|spm00000269,Carex_leucodonta,Acrocystis,Acrocystis,Carex,
Carex_turbinata|ARI|spm00001877,Carex_turbinata,Acrocystis,Acrocystis,Carex,
Carex_pilulifera|POR|spm00000583,Carex_pilulifera,Acrocystis,Acrocystis,Carex,
Carex_korshinskyi||spm00005763,Carex_korshinskyi,Lamprochlaenae,Lamprochlaenae,Carex,
Carex_supina_var_spaniocarpa|ASK|spm00001794,Carex_supina_var_spaniocarpa,NA,Lamprochlaenae,Carex,
Carex_supina_var_supina|TCS|spm00006391,Carex_supina_var_supina,NA,Lamprochlaenae,Carex,
Carex_pseudosupina|CHQ|spm00005825,Carex_pseudosupina,Lamprochlaenae,Lamprochlaenae,Carex,
Carex_amgunensis|RU|spm00006721,Carex_amgunensis,Acrocystis,Acrocystis,Carex,
Carex_glacialis|NFL|spm00001488,Carex_glacialis,Lamprochlaenae,Lamprochlaenae,Carex,
Carex_subebracteata|CHI|spm00000121,Carex_subebracteata,Mitratae,Mitratae,Carex,
Carex_riloensis|BUL|spm00003599,Carex_riloensis,Acrocystis,Acrocystis,Carex,
Carex_tricolor|BUL|spm00003600,Carex_tricolor,Acrocystis,Acrocystis,Carex,
Carex_montana|YUG|spm00000543,Carex_montana,Acrocystis,Acrocystis,Carex,
Carex_fritschii|HUN|spm00002174,Carex_fritschii,Acrocystis,Acrocystis,Carex,
Carex_zekogensis|CHQ|spm00005885,Carex_zekogensis,Hymenochlaenae,Hymenochlaenae,Carex,
Carex_liparocarpos_ssp_liparocarpos|SPA|spm00000556,Carex_liparocarpos_ssp_liparocarpos,NA,Lamprochlaenae,Carex,
Carex_liparocarpos_ssp_bordzilowskii|TCS|spm00003466,Carex_liparocarpos_ssp_bordzilowskii,NA,Lamprochlaenae,Carex,
Carex_turkestanica|KGZ|spm00003476,Carex_turkestanica,Lamprochlaenae,Lamprochlaenae,Carex,
Carex_tangulashanensis|CHQ|spm00003591,Carex_tangulashanensis,Lamprochlaenae,Lamprochlaenae,Carex,
Carex_ridongensis|CHC|spm00006785,Carex_ridongensis,Aulocystis,Aulocystis,Carex,
Carex_crebra|CHT|spm00003392,Carex_crebra,Clandestinae,Clandestinae,Carex,
Carex_globistylosa|EHM|spm00005891,Carex_globistylosa,Clandestinae,Clandestinae,Carex,
Carex_obovatosquamata|CHC|spm00005893,Carex_obovatosquamata,Clandestinae,Clandestinae,Carex,
Carex_chiwuana|CHC|spm00005889,Carex_chiwuana,Clandestinae,Clandestinae,Carex,
Carex_laeta|CHQ|spm00005892,Carex_laeta,Clandestinae,Clandestinae,Carex,
Carex_shaanxiensis|WHM|spm00005895,Carex_shaanxiensis,Clandestinae,Clandestinae,Carex,
Carex_pediformis_ssp_pediformis|CHC|spm00003390,Carex_pediformis_ssp_pediformis,NA,Clandestinae,Carex,
Carex_winterbottomii|EHM|spm00005877,Carex_winterbottomii,Decorae,Decorae,Carex,
Carex_drepanorhyncha|CHC|spm00006428,Carex_drepanorhyncha,Aulocystis,Aulocystis,Carex,
Carex_deqinensis|CHC|spm00005705,Carex_deqinensis,Debiles,Debiles,Carex,
Carex_brachyanthera|NWG|spm00007129,Carex_brachyanthera,Aulocystis,Aulocystis,Carex,
Carex_setosa|CHC|spm00005846,Carex_setosa,Aulocystis,Aulocystis,Carex,
Carex_pseudohumilis|CHC|spm00005821,Carex_pseudohumilis,Clandestinae,Clandestinae,Carex,
Carex_capilliculmis|CHQ|spm00005886,Carex_capilliculmis,Clandestinae,Clandestinae,Carex,
Carex_tapintzensis|CHC|spm00005897,Carex_tapintzensis,Clandestinae,Clandestinae,Carex,
Carex_rhizina_ssp_rhizina|AUT|spm00002182,Carex_rhizina_ssp_rhizina,NA,Clandestinae,Carex,
Carex_pediformis_ssp_macroura|FIN|spm00003598,Carex_pediformis_ssp_macroura,NA,Clandestinae,Carex,
Carex_rhizina_ssp_reventa|CHM|spm00003484,Carex_rhizina_ssp_reventa,NA,Clandestinae,Carex,
Carex_cardiolepis|AFG|spm00003391,Carex_cardiolepis,Clandestinae,Clandestinae,Carex,
Carex_humilis|GER|NCBI_WM_3755,Carex_humilis,Clandestinae,Clandestinae,Carex,
Carex_callitrichos|KOR|spm00000335,Carex_callitrichos,Clandestinae,Clandestinae,Carex,
Carex_lanceolata|CHM|spm00006393,Carex_lanceolata,Clandestinae,Clandestinae,Carex,
Carex_concinna|MAN|NCBI_Kuzmina_2468,Carex_concinna,Clandestinae,Clandestinae,Carex,
Carex_richardsonii|MRY|spm00001220,Carex_richardsonii,Clandestinae,Clandestinae,Carex,
Carex_concinnoides|CAL|spm00001918,Carex_concinnoides,Clandestinae,Clandestinae,Carex,
Carex_yushuensis|CHQ|spm00005782,Carex_yushuensis,Aulocystis,Aulocystis,Carex,
Carex_yajiangensis|CHQ|spm00005878,Carex_yajiangensis,Aulocystis,Aulocystis,Carex,
Carex_cranaocarpa|CHQ|spm00006867,Carex_cranaocarpa,Aulocystis,Aulocystis,Carex,
Carex_hirtelloides|CHQ|spm00005743,Carex_hirtelloides,Aulocystis,Aulocystis,Carex,
Carex_petricosa_var_petricosa|NWT|NCBI_Gillespie_1850,Carex_petricosa_var_petricosa,NA,Aulocystis,Carex,
Carex_petricosa_var_misandroides|QUE|spm00001995,Carex_petricosa_var_misandroides,NA,Aulocystis,Carex,
Carex_haematostoma_var_alexeenkoana|PAK|spm00003360,Carex_haematostoma_var_alexeenkoana,NA,Aulocystis,Carex,
Carex_borii|WHM|spm00003355,Carex_borii,Aulocystis,Aulocystis,Carex,
Carex_plectobasis|CHT|spm00003378,Carex_plectobasis,Aulocystis,Aulocystis,Carex,
Carex_haematostoma_var_haematostoma|EHM|spm00005734,Carex_haematostoma_var_haematostoma,NA,Aulocystis,Carex,
Carex_nakaoana|EHM|spm00005791,Carex_nakaoana,Aulocystis,Aulocystis,Carex,
Carex_przewalskii|EHM|spm00005816,Carex_przewalskii,Aulocystis,Aulocystis,Carex,
Carex_montiseveresti|CHT|spm00006401,Carex_montiseveresti,NA,Aulocystis,Carex,
Carex_rufulistolon|EHM|spm00005833,Carex_rufulistolon,Carex,Carex,Carex,
Carex_inanis|EHM|spm00005746,Carex_inanis,Carex,Carex,Carex,
Carex_setigera||spm00005845,Carex_setigera,Carex,Carex,Carex,
Carex_lancisquamata|EHM|spm00005765,Carex_lancisquamata,Carex,Carex,Carex,
Carex_myosurus|VIE|spm00007888,Carex_myosurus,Polystachyae,Polystachyae,Carex,
Carex_composita|CHT|spm00003356,Carex_composita,Polystachyae,Polystachyae,Carex,
Carex_baccans||spm00007862,Carex_baccans,Polystachyae,Polystachyae,Carex,
Carex_koshewnikowii|TZK|spm00003465,Carex_koshewnikowii,Aulocystis,Aulocystis,Carex,
Carex_eriocarpa|TUR|spm00007181,Carex_eriocarpa,Aulocystis,Aulocystis,Carex,
Carex_litvinovii|TZK|spm00003467,Carex_litvinovii,Aulocystis,Aulocystis,Carex,
Carex_schlagintweitiana_ssp_deformis|EHM|spm00005840,Carex_schlagintweitiana_ssp_deformis,NA,Carex,Carex,
Carex_schlagintweitiana_ssp_schlagintweitiana|CHT|spm00003382,Carex_schlagintweitiana_ssp_schlagintweitiana,NA,Carex,Carex,
Carex_herbacoeli|EHM|spm00006843,Carex_herbacoeli,NA,Aulocystis,Carex,
Carex_ivanoviae|EHM|spm00005759,Carex_ivanoviae,Lamprochlaenae,Lamprochlaenae,Carex,
Carex_lativena|NWM|spm00001829,Carex_lativena,Hallerianae,Hallerianae,Carex,7/26/2019
Carex_rorulenta|BAL|spm00003474,Carex_rorulenta,Hallerianae,Hallerianae,Carex,7/26/2019
Carex_planostachys|TEX|spm00001150,Carex_planostachys,Hallerianae,Hallerianae,Carex,7/26/2019
Carex_halleriana|SPA|spm00000557,Carex_halleriana,Hallerianae,Hallerianae,Carex,7/26/2019
Carex_mabilliana|COR|spm00000594,Carex_mabilliana,Hallerianae,Hallerianae,Carex,7/26/2019
Carex_pseudophyllocephala|CHC|spm00005822,Carex_pseudophyllocephala,Occlusae,Occlusae,Carex,
Carex_hebecarpa|EHM|spm00005738,Carex_hebecarpa,Occlusae,Occlusae,Carex,
Carex_melanocarpa|KHA|spm00003594,Carex_melanocarpa,Acrocystis,Acrocystis,Carex,
Carex_ericetorum|ITA|spm00000551,Carex_ericetorum,Acrocystis,Acrocystis,Carex,
Carex_digitata|ITA|spm00000569,Carex_digitata,Clandestinae,Clandestinae,Carex,
Carex_pallens|FIN|spm00004388,Carex_pallens,NA,Clandestinae,Carex,
Carex_ornithopoda_ssp_ornithopoda|YUG|spm00000560,Carex_ornithopoda_ssp_ornithopoda,NA,Clandestinae,Carex,
Carex_ornithopoda_ssp_ornithopodioides||NCBI_HeRB_1945,Carex_ornithopoda_ssp_ornithopodioides,NA,Clandestinae,Carex,
Carex_quadriflora|KOR|spm00000347,Carex_quadriflora,Clandestinae,Clandestinae,Carex,
Carex_metallica|JAP|NCBI_AUTHOR_Senni_586,Carex_metallica,Hymenochlaenae,Hymenochlaenae,Carex,
Carex_obispoensis|CAL|spm00001797,Carex_obispoensis,Hymenochlaenae,Hymenochlaenae,Carex,
Carex_tunimanensis|MXT|spm00000303,Carex_tunimanensis,Hymenochlaenae,Hymenochlaenae,Carex,
Carex_cherokeensis|FLA|spm00000830,Carex_cherokeensis,Hymenochlaenae,Hymenochlaenae,Carex,
Carex_longibrachiata||NCBI_Wilson_3753,Carex_longibrachiata,Hymenochlaenae,Hymenochlaenae,Carex,
Carex_iynx||NCBI_Taws_3514,Carex_iynx,Hymenochlaenae,Hymenochlaenae,Carex,
Carex_kitaibeliana|YUG|spm00000539,Carex_kitaibeliana,Aulocystis,Aulocystis,Carex,
Carex_fuliginosa_ssp_misandra|ASK|spm00001627,Carex_fuliginosa_ssp_misandra,NA,Aulocystis,Carex,
Carex_stenocarpa|CHC|spm00003385,Carex_stenocarpa,Aulocystis,Aulocystis,Carex,
Carex_scabrirostris|CHQ|spm00006983,Carex_scabrirostris,Aulocystis,Aulocystis,Carex,
Carex_tristis|IRN|spm00000599,Carex_tristis,Aulocystis,Aulocystis,Carex,
Carex_finitima_var_attenuata|EHM|spm00005721,Carex_finitima_var_attenuata,NA,Debiles,Carex,
Carex_fusiformis|EHM|spm00005727,Carex_fusiformis,Debiles,Debiles,Carex,
Carex_finitima_var_finitima|CHC|spm00005719,Carex_finitima_var_finitima,NA,Debiles,Carex,
Carex_assiniboinensis|MAN|spm00000722,Carex_assiniboinensis,Hymenochlaenae,Hymenochlaenae,Carex,
Carex_macrolepis|ITA|spm00000536,Carex_macrolepis,Aulocystis,Aulocystis,Carex,
Carex_mucronata|ITA|spm00000534,Carex_mucronata,Aulocystis,Aulocystis,Carex,
Carex_negrii|SOM|spm00003349,Carex_negrii,Graciles,Graciles,Carex,
Carex_johnstonii|UGA|spm00000200,Carex_johnstonii,Hymenochlaenae,Hymenochlaenae,Carex,
Carex_graminifolia|MDG|spm00000195,Carex_graminifolia,Indicae,Indicae,Carex,
Carex_renauldii|MDG|spm00000224,Carex_renauldii,Hymenochlaenae,Hymenochlaenae,Carex,
Carex_hirtigluma|MDG|spm00000196,Carex_hirtigluma,Indicae,Indicae,Carex,
Carex_heterodoxa|MDG|spm00002213,Carex_heterodoxa,Indicae,Indicae,Carex,
Carex_andringitrensis||spm00004704,Carex_andringitrensis,Indicae,Indicae,Carex,
Carex_valbrayi|MDG|spm00002204,Carex_valbrayi,Indicae,Indicae,Carex,
Carex_rutenbergiana|MDG|spm00000228,Carex_rutenbergiana,Indicae,Indicae,Carex,
Carex_euryphylla|MDG|spm00002218,Carex_euryphylla,Indicae,Indicae,Carex,
Carex_proxima|MDG|spm00000222,Carex_proxima,Indicae,Indicae,Carex,
Carex_pyramidalis||spm00004705,Carex_pyramidalis,Indicae,Indicae,Carex,
Carex_renschiana|MDG|spm00002207,Carex_renschiana,Indicae,Indicae,Carex,
Carex_zuluensis|NAT|spm00000580,Carex_zuluensis,Indicae,Indicae,Carex,
Carex_macrophyllidion||spm00004706,Carex_macrophyllidion,Indicae,Indicae,Carex,
Carex_aztecica|MXS|spm00000254,Carex_aztecica,Polystachyae,Polystachyae,Carex,
Carex_humboldtiana|MXC|spm00000271,Carex_humboldtiana,Polystachyae,Polystachyae,Carex,
Carex_hultenii|MXE|spm00000273,Carex_hultenii,Polystachyae,Polystachyae,Carex,
Carex_polystachya|BLZ|spm00005148,Carex_polystachya,Polystachyae,Polystachyae,Carex,
Carex_madrensis|MXS|spm00000277,Carex_madrensis,Polystachyae,Polystachyae,Carex,
Carex_angolensis|MLW|spm00000170,Carex_angolensis,Indicae,Indicae,Carex,
Carex_echinochloe_ssp_echinohloe|KEN|spm00000186,Carex_echinochloe_ssp_echinohloe,NA,Indicae,Carex,
Carex_echinochloe_ssp_nyasensis|TAN|spm00000187,Carex_echinochloe_ssp_nyasensis,NA,Indicae,Carex,
Carex_chlorosaccus|KEN|spm00000180,Carex_chlorosaccus,Indicae,Indicae,Carex,
Carex_steudneri||spm00004702,Carex_steudneri,Indicae,Indicae,Carex,
Carex_leptocladus|GGI|spm00002180,Carex_leptocladus,Indicae,Indicae,Carex,
Carex_neochevalieri|SIE|spm00002179,Carex_neochevalieri,Indicae,Indicae,Carex,
Carex_ramosa|REU|spm00002208,Carex_ramosa,Indicae,Indicae,Carex,
Carex_wahlenbergiana|REU|spm00002201,Carex_wahlenbergiana,Indicae,Indicae,Carex,
Carex_filicina|VIE|spm00007873,Carex_filicina,Indicae,Indicae,Carex,
Carex_doisutepensis|CHC|spm00005708,Carex_doisutepensis,Indicae,Indicae,Carex,
Carex_sanguinea|AFG|spm00003475,Carex_sanguinea,Kobresia,Kobresia,Carex,edited from Euthyceras
Carex_vesiculosa|EHM|spm00005871,Carex_vesiculosa,Indicae,Indicae,Carex,
